author,statement,source,date,target
Tom Kertscher,"Matt Dolan sponsored Michael Bloomberg's “red-flag gun confiscation law, letting the people reporting your social media posts send SWAT teams to your house to take your guns.""",Ohio Gun Owners,"May 2, 2022",false
Analisa Trofimuk,We’ve reduced crime to its lowest level in 27 years.,Keith Pekau,"May 1, 2022",true
Jill Terreri,"Since taking office, Hochul has passed more than 400 new bills",Kathy Hochul,"• April 30,",true
Ciara O'Rourke,"The “Franklin scandal” broke in 1989 “when hundreds of children were apparently flown around the US to be abused by high ranking ‘Establishment’ members.""",Facebook posts,"April 29, 2022",false
Madison Czopek,"“Tylenol is the #1 cause of acute liver failure in the US with 27% of people dying & kills at least 100,000 per year from its use.”",Facebook posts,"April 29, 2022",false
Ciara O'Rourke,“Hillary Clinton is in jail at Gitmo at the moment.”,Facebook posts,"April 29, 2022",pants-fire
Ciara O'Rourke,“Elon Musk just fired the entire Twitter board of directors.”,Facebook posts,"April 29, 2022",false
Ciara O'Rourke,“Italian football agent Mino Raiola has died after suffering from an illness.”,Facebook posts,"April 29, 2022",false
Yacob Reyes,"Elon Musk tweeted, “The fact that an 18 year old can't take out a $10,000 business loan” but “can take out a $100,000 student loan tells you everything you need to know.”",Facebook posts,"April 29, 2022",false
D.L. Davis,"Cannabis reform ""is supported by the majority of the residents of our state, including a majority of Republicans.""",Melissa Agard,"April 29, 2022",true
Samantha Putterman,“Biden to teachers: ‘They're not somebody else's children. They're yours when you're in the classroom.’”,Republican National Committee,"April 28, 2022",false
Ciara O'Rourke,“Alkaline foods” can heal the body of cancer.,Facebook posts,"April 28, 2022",false
Ciara O'Rourke,"“Disneyland estates have been used for MK-ULTRA mind control, human trafficking, occult rituals, and parading sexual deviants.”",Viral image,"April 28, 2022",false
Jon Greenberg,"Says J.D. Vance said, “People who voted for Trump voted for him for racist reasons.”",Club for Growth,"April 28, 2022",false
Ciara O'Rourke,"“War Begins — F-35, F-16 and MiG-29 NATO intercept and destroy Russia Jets in Polish air space.”",Facebook posts,"April 28, 2022",false
Jeff Cercone,"""With 40 billion dollars, Elon Musk could have given each of the 330M people living in America a million dollars and still had $7B left over.”",Facebook posts,"April 28, 2022",false
Madison Czopek,“The Red Cross sells your donated blood to hospitals for $150 and then that hospital charges you thousands for a blood transfusion.”,Facebook posts,"April 28, 2022",mostly-true
Ciara O'Rourke,Wearing foot patches can help adults grow inches in weeks.,Facebook posts,"April 28, 2022",false
Ciara O'Rourke,A video shows “satanic death cult high priestess” Oprah Winfrey condoning and promoting “pedophilia and sex trafficking.”,Facebook posts,"April 28, 2022",false
Jeff Cercone,"Blinken, Austin trip to Kyiv may have been staged",Michael Savage,"April 28, 2022",false
Tom Kertscher,Mehmet Oz “was a spokesman for a group who wanted to defund the police.”,Pennsylvania Conservative Fund,"April 28, 2022",false
Bill McCarthy,Elon Musk suspended Bill Gates from Twitter.,Tweets,"April 27, 2022",false
Ciara O'Rourke,Photo of unbroken windows proves war in Ukraine is fake.,Viral image,"April 27, 2022",pants-fire
Yacob Reyes,“DeSantis erases Disney’s tax exempt law. Will cost Disney $200 Mil in taxes. Per year!”,Facebook posts,"April 27, 2022",false
Elizabeth Egan,"In 2021, “11,201 pounds of fentanyl were seized by Customs and Border Protection, which is enough to kill every American nearly seven times over.”",Claudia Tenney,"April 27, 2022",mostly-true
Vanessa Swales,"""Ron Johnson pushed through a special tax loophole that benefited his own family's business … Then he cashed out of the company for $5 million … (he has) doubled his wealth since taking office.""",Opportunity Wisconsin,"April 27, 2022",half-true
Ciara O'Rourke,“Marines are investigating 3 ancient pyramids discovered in Antarctica.”,Bloggers,"April 27, 2022",false
Ciara O'Rourke,You can “reverse HIV naturally.”,Facebook posts,"April 27, 2022",false
Luiz Romero,"“Congratulations to Ruben, knighted by the Queen. Now goes by the name, Sir Ruben.”",Facebook posts,"April 27, 2022",false
Bill McCarthy,Videos show that Ukraine President Volodymyr Zelenskyy uses cocaine.,Facebook posts,"April 26, 2022",pants-fire
Ciara O'Rourke,Says a Fox New chyron said the Snickers candy bar is changing its texture because of “cancel culture.”,Viral image,"April 26, 2022",false
Ciara O'Rourke,“The same system that kept you in the dark about Ghislaine Maxwell…doesn’t mind live-streaming Johnny Depp’s trial.”,Viral image,"April 26, 2022",false
Paul Specht,"Former Gov. Pat McCrory appointed liberals to the North Carolina Textbook Commission, which “mandated textbooks” pushing critical race theory.",School Freedom Fund,"April 26, 2022",barely-true
Amy Sherman,A consent decree approved by Gov. Brian Kemp “invalidated all voter ID law” and “allowed fraudulent ballots to be accepted” in the 2020 race.,David Perdue,"April 26, 2022",pants-fire
Jeff Cercone,Fires at food processing plants are an “attempt to starve us.”,Facebook posts,"April 26, 2022",false
Jeff Cercone,Hepatitis outbreak in kids may be related to Johnson & Johnson COVID-19 vaccine.,Instagram posts,"April 26, 2022",false
Samantha Putterman,“Finnish Court rules sex with children is permitted.”,Instagram posts,"April 26, 2022",false
Nusaiba Mizan,"""We have (people detained by ICE) that have to be seen within 24 hours, while veterans are seen within months.",Tim Westley,"April 25, 2022",false
Bill McCarthy,A video shows the Russian warship Moskva exploding.,TikTok posts,"April 25, 2022",false
Bill McCarthy,“The White House presented commemorative coins” dedicated to Ukraine President Volodymyr Zelenskyy.,Facebook posts,"April 25, 2022",false
Samantha Putterman,Bath and Body Works products are not recommended during pregnancy because they are suspected of “damaging fertility or the unborn child.”,Facebook posts,"April 22, 2022",false
Paul Specht,“Most Americans favor keeping Title 42 in place.”,Thom Tillis,"April 22, 2022",half-true
Amy Sherman,Brian Kemp and Secretary of State Brad Raffensperger “perhaps in collusion with the Radical Left Democrats” are attempting to “unseat” U.S. Rep. Marjorie Taylor Greene.,Donald Trump,"April 22, 2022",false
Louis Jacobson,"""For four years, I was a full professor at the University of Pennsylvania.""",Joe Biden,"April 22, 2022",half-true
Tom Kertscher,“J.D. Vance called for higher taxes.”,Mike Gibbons,"April 22, 2022",half-true
Tom Kertscher,"""As Ohio treasurer, Josh Mandel loaned your money to Chinese business interests, and Mandel opposed a bill holding Communist China accountable when they cheated and stole American jobs.""",Mike Gibbons,"April 22, 2022",barely-true
Yacob Reyes,Says he has “always” believed “in a woman’s right to choose.”,Charlie Crist,"April 22, 2022",false
Monique Curet,Dr. Anthony Fauci said lockdowns are a method for coercing people to comply with COVID-19 vaccinations.,Facebook posts,"April 22, 2022",false
Laura Schulte,“Inflation has gone up every month of the Biden presidency and just hit another 40-year high.”,Mike Gallagher,"April 22, 2022",mostly-true
Monique Curet,"""America (is) trying to overthrow the Ukraine government just as the shadow government has infiltrated and overthrown the US government.""",Facebook posts,"April 22, 2022",false
Monique Curet,"Lilibet, baby daughter of the Duke and Duchess of Sussex, ""made her first appearance with the queen.”",Facebook posts,"April 22, 2022",false
Monique Curet,Arnold Schwarzenegger slept on the ground in front of a bronze statue of himself because he had been turned away from a hotel.,Facebook posts,"April 22, 2022",false
Colleen DeGuzman,“The price of insulin increases as waistlines increase.”,Matt Gaetz,"April 21, 2022",false
Samantha Putterman,A Reddit post shows a parent admitting to forcing their child to continue transitioning by sneaking hormone medication.,Tweets,"April 20, 2022",false
Monique Curet,"Vladimir Putin “ended the Rothschild's control over Russia by nationalizing the Russian centralized bank.""",Facebook posts,"April 20, 2022",false
Jon Greenberg,"Joe Biden's spending “has sent prices skyrocketing.""",Jane Timken,"April 20, 2022",half-true
Louis Jacobson,"“While the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers, the subsequent decrease in crude oil prices has failed to meaningfully provide relief for Georgia's families at the pump.”",Raphael Warnock,"April 20, 2022",mostly-true
Ciara O'Rourke,A photo shows students in Lviv celebrating Adolf Hitler’s birthday.,Tweets,"April 20, 2022",pants-fire
Ciara O'Rourke,“Hunter Biden arrested this morning.”,Facebook posts,"April 20, 2022",pants-fire
Luiz Romero,"After Russia invaded Ukraine, Google Maps “opened all military and strategic facilities in Russia.”",Facebook posts,"April 20, 2022",false
Ciara O'Rourke,Footage of the Bidens celebrating Easter at the White House is fake.,Facebook posts,"April 20, 2022",pants-fire
Ciara O'Rourke,"Vladimir Putin “released 35,000 children from tunnels and subway in Ukraine.”",Facebook posts,"April 20, 2022",pants-fire
Samantha Putterman,The Australian Technical Advisory Group on Immunisation advised that the COVID-19 vaccine may be given to patients under sedation for unrelated procedures without consent as a way to force compliance.,Instagram posts,"April 19, 2022",false
Bill McCarthy,"COVID-19 is a synthetic version of “snake venom” that evil forces are spreading through remdesivir, the COVID-19 vaccines and drinking water to “make you a hybrid of Satan.”","""Watch The Water""","April 19, 2022",pants-fire
Gabrielle Settles,"President Joe Biden was confused, “turned around and shook hands with thin air” after a speech.",Facebook posts,"April 19, 2022",false
D.L. Davis,"If Wisconsin Gov. Tony Evers ""had passed his (gas) tax increases ... fuel prices would be at least a dime higher.",Tony Kurtz,"April 19, 2022",mostly-true
Tom Kertscher,"Dave McCormick is ""liberal, pro-Biden, pro-China.""",Mehmet Oz,"April 19, 2022",false
Warren Fiske,"“They’re going to be giving these people who come across the border, giving them smartphones.”",Rob Wittman,"April 19, 2022",half-true
Jeff Cercone,"""No one visiting Disney can get in” because of protest.",Facebook posts,"April 19, 2022",false
Ciara O'Rourke,"“If your roommate catches HIV, you will be exposed to it and will probably contract it too, given long enough.”",Facebook posts,"April 19, 2022",false
Monique Curet,CNN tweeted about “brave children” in Ukraine signing up to fight Russia.,Instagram posts,"April 19, 2022",pants-fire
Ciara O'Rourke,Joe Biden’s comments prove that food shortages are being “done deliberately by the governments of the world.”,Viral image,"April 18, 2022",false
Monique Curet,March 2022 moon crash was orchestrated by the government and visible from Earth.,Facebook posts,"April 18, 2022",false
Monique Curet,Fuel containing 15% ethanol will ruin a car engine.,Facebook posts,"April 18, 2022",barely-true
Samantha Putterman,Ukraine was responsible for the Kramatorsk train station bombing.,Facebook posts,"April 18, 2022",false
Jeff Cercone,"MSNBC’s Mika Brzezinski said, “Elon Musk is trying to control how people think. That’s our job.”",Facebook posts,"April 18, 2022",false
Ciara O'Rourke,"Says Adolf Hitler said, “The day mankind finds out what I was trying to defend this nation, Germany, from, then that’s the day World War III starts.”",Viral image,"April 18, 2022",false
Sara Swann,“It’s been proven that sugar triggers and causes cancer. … So the best thing to do to prevent cancer is to avoid sugar.”,Facebook posts,"April 18, 2022",barely-true
Yacob Reyes,George Soros injected “$33 million” into Black Lives Matter.,Facebook posts,"April 18, 2022",false
Yacob Reyes,"“Disney lost 172,000 reservations recently, valued at around $636 (million) in revenue lost.”",Facebook posts,"April 18, 2022",false
Samantha Putterman,“Leftist justice reform” is the reason that the NYC subway shooting suspect wasn’t in jail at the time of the attack.,Facebook posts,"April 18, 2022",false
Analisa Trofimuk,"The Biden Administration is engaging in extreme ‘woke’ politics by encouraging children to take chemical castration drugs and undergo surgeries, and they are lying to children by telling them puberty blockers are ""reversible.""",Mary Miller,"April 17, 2022",false
